prompt,response,instructions
"Attacker HP: 887, MP: 14. Supporter HP: 1244, MP: 92. Enemy HP: 3033, MP: 230. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1573, MP: 28. Supporter HP: 1336, MP: 166. Enemy HP: 2230, MP: 583. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 451, MP: 66. Supporter HP: 2241, MP: 71. Enemy HP: 6452, MP: 112. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 69, MP: 105. Supporter HP: 1730, MP: 154. Enemy HP: 5836, MP: 2. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 264, MP: 66. Supporter HP: 869, MP: 137. Enemy HP: 233, MP: 355. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1934, MP: 91. Supporter HP: 2228, MP: 15. Enemy HP: 3586, MP: 298. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 441, MP: 78. Supporter HP: 1517, MP: 99. Enemy HP: 6072, MP: 602. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""thunder spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1426, MP: 89. Supporter HP: 1848, MP: 37. Enemy HP: 3562, MP: 355. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2501, MP: 85. Supporter HP: 1485, MP: 144. Enemy HP: 377, MP: 465. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2400, MP: 32. Supporter HP: 1582, MP: 122. Enemy HP: 1007, MP: 533. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2520, MP: 61. Supporter HP: 1411, MP: 4. Enemy HP: 4671, MP: 536. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 887, MP: 56. Supporter HP: 123, MP: 144. Enemy HP: 1709, MP: 311. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2308, MP: 16. Supporter HP: 1707, MP: 9. Enemy HP: 7789, MP: 381. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 993, MP: 116. Supporter HP: 1292, MP: 158. Enemy HP: 2325, MP: 613. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""blizzard spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1632, MP: 80. Supporter HP: 1994, MP: 177. Enemy HP: 6057, MP: 597. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""fire spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1655, MP: 120. Supporter HP: 1514, MP: 73. Enemy HP: 2320, MP: 378. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1289, MP: 58. Supporter HP: 2244, MP: 176. Enemy HP: 5429, MP: 488. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""meteor spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 129, MP: 99. Supporter HP: 2279, MP: 76. Enemy HP: 7296, MP: 373. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2595, MP: 22. Supporter HP: 352, MP: 54. Enemy HP: 2831, MP: 82. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 706, MP: 72. Supporter HP: 1275, MP: 153. Enemy HP: 5040, MP: 347. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1332, MP: 69. Supporter HP: 515, MP: 89. Enemy HP: 4668, MP: 427. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1319, MP: 84. Supporter HP: 1521, MP: 62. Enemy HP: 5102, MP: 578. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1979, MP: 9. Supporter HP: 1754, MP: 28. Enemy HP: 2720, MP: 461. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1794, MP: 78. Supporter HP: 2296, MP: 62. Enemy HP: 4152, MP: 523. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 310, MP: 32. Supporter HP: 198, MP: 136. Enemy HP: 3929, MP: 589. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""fire spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1492, MP: 67. Supporter HP: 1705, MP: 98. Enemy HP: 2622, MP: 421. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1589, MP: 32. Supporter HP: 25, MP: 132. Enemy HP: 2813, MP: 75. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 548, MP: 114. Supporter HP: 1655, MP: 69. Enemy HP: 5050, MP: 493. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2143, MP: 89. Supporter HP: 1800, MP: 143. Enemy HP: 2994, MP: 52. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1373, MP: 105. Supporter HP: 588, MP: 89. Enemy HP: 254, MP: 238. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2130, MP: 112. Supporter HP: 1576, MP: 41. Enemy HP: 2879, MP: 5. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1436, MP: 29. Supporter HP: 1219, MP: 62. Enemy HP: 253, MP: 314. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 847, MP: 110. Supporter HP: 999, MP: 29. Enemy HP: 6431, MP: 492. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1347, MP: 4. Supporter HP: 2185, MP: 57. Enemy HP: 1198, MP: 482. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1284, MP: 27. Supporter HP: 1421, MP: 148. Enemy HP: 5760, MP: 155. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 283, MP: 53. Supporter HP: 1748, MP: 46. Enemy HP: 6632, MP: 576. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2113, MP: 43. Supporter HP: 257, MP: 66. Enemy HP: 113, MP: 182. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1326, MP: 6. Supporter HP: 1521, MP: 117. Enemy HP: 7558, MP: 17. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 95, MP: 33. Supporter HP: 58, MP: 93. Enemy HP: 1453, MP: 582. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2027, MP: 53. Supporter HP: 1401, MP: 51. Enemy HP: 6905, MP: 344. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""cura spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1361, MP: 40. Supporter HP: 2043, MP: 171. Enemy HP: 1936, MP: 225. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2100, MP: 78. Supporter HP: 1216, MP: 141. Enemy HP: 4079, MP: 486. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1110, MP: 37. Supporter HP: 1934, MP: 46. Enemy HP: 965, MP: 438. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 729, MP: 82. Supporter HP: 904, MP: 30. Enemy HP: 4392, MP: 680. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 646, MP: 108. Supporter HP: 1877, MP: 44. Enemy HP: 2865, MP: 67. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1931, MP: 21. Supporter HP: 855, MP: 17. Enemy HP: 1237, MP: 129. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
